title,category,multiclass,content
Davao inaatake ng dengue mosquitoes,H,4,alarmado umano davao city mayor sarah duterte-carpio taas dengue cases matapos pumalo mahigit kaso nitong enero umabot nasawi pinupukpok husto city health office cho gawan mapigil pagtaas kaso dengue davao nagbabala umano kahapon alkalde ila labas christmas bonus emple yado cho magpapatuloy paglobo kaso dengue nakatuon atensyon carpio tropical diseases unit cho siyang responsi bilidad pagkokontrol dengue nauna rito nagbabala sisibakin puwesto empleyado cho wala silang magagawa pagkalat dengue ibang barangay
Trump idineklara na ika-45 Pangulo ng US,P,5,pormal inanunsyo us electoral college panalo us president-elect donald trump -anyos nakaraang eleksyon ulat matapos malagpasan ika- pangulo us kinakailangang votes electoral college manalo matapos makakuha electoral votes kumpara electoral votes nakuha kaniyang katunggaling hillary clinton isinagawang pagbibilang electors washington pumili kina dating secretary state colin po well faith spotted eagle native ame rican activist nasangkot pipeline fight north dakota imbes sina trump clinton nakatakdang sertipikahan nasabing electoral college results enero joint sessions congress pangungunahan vice president joe biden
"2 FEMALE STARS, NAGLASING, TODO-HALIKAN!",E,2,nagiging wild pala wholesome female stars nalalasing ganun daw nangyari sobrang malasing female star totoo lang wholesome image nagulat lang daw kasama nagki-kiss halikan daw halikan lips female stars nope bisexual lesbian silang babae talaga yung solid boyfriend ngang actor yung naman though wala nababalitaang karelasyon bitter break-up ex-boyfriend actor hmmm wala silang kasamang naka kita could lead kisses huh
52 pasyente kinapitan ng bacteria sa ospital,H,4,aabot pas yente ospital bansang sweden nahawahan antibio tic-resistant bacteria ikinasawi pasyente ulat swedish news agency tt pasyente nahawahan bacteria tinawag klebsiella pneumonia karolinska university hospital sinasabing klebsiella pneumonia matatagpuan normal flora bibig balat intestines subalit magdulot pagkasira katawan tao hayop oras malanghap naturang bacteria nagsimula outbreak noong hu ling bahagi panahon tagsibol suba lit aktuwal pagkalat nagsimula noong taglagas
All or nothing' ang peg ng LP,P,5,magaganap koalisyon kapartido nina dating pangulong benigno noynoy aquino iii liberal party lp pangulong rodrigo duterte pdp-laban paninindagan huli kagustuhan lp members lang tatanggapin supermajority coalition nabatid lp congressman nagpabanggit pangalan matapos tutulan umano miyembro partido kondisyon pdp-laban tatanggapin lang majority bloc lalagpas reduced even members good reason join supermajority left distribution committee chairmanships even representation ca commission appointments pahayag impormante abante
Mga doktor na tutol sa dengue vaccine sisihin,H,4,nagbabala dating health secretary jannette garin dis -information campaign p billion nationwide anti-dengue vaccination program sisihin oras lumobo dengue cases bansa pagdalo garin house committee health congressional inquiry kinukuwestiyong pagbili department health dengvaxia vaccine sanofi france ipinagtanggol dating kalihim programa doh ani garin nasasawi dengue karaniwang biktima bata naman lubhang mahalaga mayroong vaccination program pamahalaan inihalimbawa garin kahalintulad insidente pagpapatupad rotavirus vaccination program inihinto maling impormasyon kaligtasan bakuna resulta umano diarrhea outbreak happened outbreaks diarrhea due rotavirus zamboanga samar babies died disease prevented vaccine pahayag garin kinuwestiyon medical professionals pangunguna dr anthony leachon philippine college physicians pagbili sanofi anti-dengue product doh hamon naman garin patunayan grupo leachon anomalya pagbili dengue vaccine tunay depektibo bakuna
5 narco-generals shoot na sa Ombudsman,C,0,pasok office ombudsman pag-iimbestiga heneral inaakusahang protektor operasyon iligal droga bansa ombudsman conchita carpio-morales bubuo task force pinamumunuang tanggapan imbestigahan heneral philippine national police pnp pangunahing hakbanging isasagawa ombudsman pagsailalim lifestyle check heneral kinabibilangan nina pnp deputy director general marcelo garbo jr dating national capital region police office ncrpo chief director joel pagdilao western visayas regional director chief superintendent bernardo diaz quezon city police district director chief superintendent edgardo tinio retired police general vicente vic loot alkalde daanbantayan cebu kasalukuyan nangangalap karampatang dokumento tanggapan ombudsman magamit ilalargang imbestigasyon kaugnay nilinaw pangulong digong duterte condemning deserve investigation sworn duty let know nangyayari bayan things president dagdag kulay pulitika pagpapangalan heneral purely based intelligence report natanggap commission human rights chr chairperson etta rosales sang-ayon aksyon pangulo sana natin ibinubulgar publiko kasi lagi nating tatandaan yung karapatang pantao presumed innocent proven otherwise lang ginagalang natin kasi mistaken identity wrong information e di sinira mo yung pangalan saka yan yung stigma dun pamilya anak yan kasi nu panahon ampatuan massacre nu kinausap yung biyuda nu kapulisan masama loob nag-jeddah inosente e mistaken identity kabahagi nu masaker stigma yung bata mamamatay tao nanay tatay punto rosales
"GOODBYE, PILA, FIXERS!",P,5,pormal nanumpa kahapon ika- presidente republika pilipinas ngulong rodrigo roa duterte unang marchin g order gabinete putulin pila publiko ahensya kalusin fixers inaugural speech sinabi pangulong duterte ayaw makakakita mahabang pila pagkuha aplikasyon gobyerno gayundin paghingi halos magkakaparehong requirement direct department secretaries heads agencies reduce requirements processing time applications submission release order department secretaries heads agencies remove redundant requirements compliance one department agency shall accepted sufficient giit bagong pangulo pahirapang pagkuha dokumento gobyerno napipilitan patulan alok fixer upang mahirapan pagkuha dokumento kapalit malaking halaga malinaw ging bilin cabinet secretaries head agencies babaguhin patakaran government contracts transactions projects inaprubahan naghihintay implementasyon gayundin secret deal transaksyon gobyerno work together part sooner later babala duterte loob minuto isiniwalat pangulong duterte plano bansa taliwas nakaugalian nagmura inauguration speech binasa wikang ingles mangilan-ngilan tagalog cebuano tumanggap beses palakpak guest rizal hall malaca napatawa bisita ad lib nitong kasali diyan huling palakpak magpaliwanag itong love country love people philippines ready start work nation namang unang cabinet mee ting inatasan phi lippine amusement gaming corporation pagcor putulin lisensya online gambling bansa mahirap puros sugal lang litanya duterte kasabay pagdududa nakukuhang tamang reve nue gobyerno naglipanang online gambling bansa
"Pokemon Go, gawing negosyo",EC,3,patok pokemon go game naman albay rep joey salceda itong samantalahin pagkakitaan aminadong pokemon fanatic sinabi salceda nahuhumaling bagong laro katunayan umano level umano magpunta naglalaro pokemon naman isusulong department tourism maglagay pokestop ibang destinasyon pwedeng pasyalan yung dot pwede lagyan pokestop destination pwede tourism purposes pahayag salceda magaling naman umano paglalaro pokemon pwede itong pagkakitaan poketours
"Pacquiao, absent agad!",P,5,lang bagong halal senador dumalo orientation senado araw opisyal pag-upo puwesto hunyo dumalo sina senator-elect joel villanueva sherwin gatchalian risa hontiveros wala orientation emma nuel manny pacquiao wala senator-elect leila de tanging staff sumalang orientation paliwanag naman de nauna umano siyang na-brief opisyal senado dumalo orientation sked conflict sent team headed cos chief staff de text message samantala sinabi naman kit mercado chief staff pacquio plano talaga senator-elect orientation pagpupulong lokal opisyal sarangani general santos city supposed fly gensan attend meeting local government officials saranggani gensan ani mercado
Langkawi Tour inisnab ni Galedo,S,6,inisnab muna mark galedo tsansa nitong makalaban top caliber riders le tour de langkawi pinili nitong pumadyak le tour de filipinas parehong lalarga nasabing events susunod buwan napilitan galedo -eleven road bike philippines mamili lalahukan nakopo galedo korona le tour de filipinas noong muntik maduplika noong magsisimula le tour de filipinas peb rero ilalarga pebrero uci hors category langkawi race team director ric rodriguez pinagpipilian sina rey nelson martin newly recruit josh berry australia papalit galedo langkawi roster miyembro -ele ven rbp sina galedo bonijoe martin rjay pe ralta edgar edgar n nieto berry philippine tour hinayag -year-old former sea games champion galedo gamay philippine tour original plan naman le tour de fili pinas lang request langkawi last year di nakalaro le tour excited makabalik eto paborito karera paliwanag galedo
46% positibong gaganda ang buhay,EC,3,halos pinoy umaasang magbabago kalidad pamumuhay administrasyong duterte social weather station sws isinagawang survey noong hunyo - araw manumpa pangulong rodrigo duterte umabot respondents buong kapuluan nagbigay positibong pananaw nega hinaharap
NCAA: Lady Chiefs sisiguro ng F4 slot,S,6,target arellano university masiguro pagsampa final four pagharap lyceum philippines ngayong araw women division nd ncaa volleyball tournament filoil flying v center san juan city binulaga lady chiefs defending champion college saint benilde - - - noong miyerkules makikipagkaldagan lady pirates umaga pangalawang puwesto team stan dings arellano hawak - karta mag-isa tuktok last year runner-up san sebastian malinis laro diretso semifinals lady chiefs tinalo lady pirates pang-apat tangan - card need play team win saad arellano u coach obet javier makakalaro naman playoff f lyceum magwawagi juniors action babanggain lpu arellano - panalo maglalapit dumiretso finals ginulat junior pirates perpetual help junior altas - - - - - noong biyernes upang manatiling dungis laro kaila ngan ipanalo natitirang laro upang mag-abang lang finals kasama thrice-to-beat edge magtatapat naman lpu - arellano - men play parehong laglag letran - jose rizal - magkatunggali hapon
"Gil Cuerva, excited nang kiligin kay Jennylyn!",E,2,positibo nababasa naming komento netizens bagong leading man kapuso ultimate star jennylyn mercado fil-spanish gil cuerva malakas dating model fairness gma mukhang nakahanap naman looks department pag-uusapan matteo alien nanirahan mundo loob daang taon love star although tingin anggulo lumilitaw kaguwapuhan picture siguro yung komentong guwapo nagsasabing personal daw guwapo itong talaga anyway looks department lang maidya-judge gil umere mlfs siyempre makikita act ba pang baguhan lang pag-arte instagram account k plus followers lang doubt weeks posibleng dumoble umabot hundred thousand followers napapanood nagpasalamat pagkakapili gil extremely grateful opportunity salamat talaga suporta excited akong makatrabaho jennylyn direk joyce rest cast maganda story nakakakilig hopefully magustuhan niyong pinoy adaptation love star maraming salamat kapuso family
