title,category,content,original
German hostage pupugutan ng Sayyaf,,zamboanga city pugut ano abu sayyaf germ hostage gbigay ransom mahala rebeldeng grupo konektado islamic state bihag abu sayyaf nobyembre jurgen ntner bigay february upang bayar ransom palit buhay anyos dayu dukot ntner amalakaya yate sama asawang sabe merz harang armado ragat sabah laysia milya tawi-tawi muslim autonomous region patay merz tagpu bangkay saplot hinalang gahasa shotgun tagpu tabi kataw hayag western mdanao command unang sabi militar p milyon ransom hingi abu sayyaf sub-leader muamar askali tapos itong tawag media zamboanga city upang sabihg bihag ntner video ilabas abu sayyaf hapon telegram messenger p milyon ransom demand turang clip kita ntner awa mahala upang ligtas sari ling buhay,zamboanga city pupugutan umano abu sayyaf german hostage makakapagbigay ransom pamahalaan rebeldeng grupo konektado islamic state bihag abu sayyaf nobyembre jurgen kantner nagbigay february upang mabayaran ransom kapalit buhay -anyos dayuhan dinukot kantner namamalakaya yate kasama asawang sabine merz maharang armado karagatan sabah malaysia milya tawi-tawi muslim autonomous region pinatay merz natagpuan bangkay saplot hinihinalang ginahasa shotgun natagpuan tabi katawan pahayag western mindanao command naunang sinabi militar p milyon ransom hinihingi abu sayyaf sub-leader muamar askali matapos itong tumawag media zamboanga city upang sabihing bihag kantner video inilabas abu sayyaf kahapon telegram messenger p milyon ransom demand naturang clip makikita kantner nagmamakaawa pamahalaan upang mailigtas sari ling buhay
4 NPA patay sa Masbate clash,,miyembro new people army npa tay nibagong engkwentro kontra mili tar hapon aga ibang la kas libre baril kpiska bay aroroy sbate base ulat iparating th infantry division philippe army dakong alas- aga anap sagupa sundalo nd infantry battalion ib muno st lt april john del rosario tayang miyembro rebelde barangay le batid bay tagal palit putok muto atras rebelde balik bundok bahagi lugar iwan sama sawi engkwentro bukod tay rebelde kuha tropa gobyerno long firearm rifle grenade launcher lugar laban,miyembro new people army npa napatay panibagong engkwentro kontra mili tar kahapon umaga ibang malala kas kalibre baril nakumpiska bayan aroroy masbate base ulat ipinarating th infantry division philippine army dakong alas- umaga maganap sagupaan sundalo nd infantry battalion ib pamumuno st lt april john del rosario tinatayang miyembro rebelde barangay pangle nabatid bayan tumagal palitan putok minuto umatras rebelde pabalik mabundok bahagi lugar iwan kasamahan nasawi engkwentro bukod napatay rebelde nakakuha tropa gobyerno long firearm rifle grenade launcher lugar labanan
"Kapitan, 3 pa dinukot ng NPA",,kapit barangay sapilitang dukot halaang miyembro rebeldeng new people army npa hiwalay lugar agus del sur compostela valley report sabi capt rhy batchar th infantry division yari unang sidente dukot asawang biktima brgy chairman rene carlos bahay ribeth brgy pangy agus del sur noong february trento agus del sur sabing sama asawang carlos brgy councilor brgy tanod sapilitang tangay rebelde armadong miyembro npa subalit ano bihag npa sama asawang carlos agad itong pakawal chairman carlos misis tuluy bihag sunod february sapilit dukot tangay npa ama kilalang sina jun custodio anak nitong rjun maco compostela valley report mi litar pamunu ano sabg grupo alyas mokloy sabi nam brig gen cairog alberto commander st infantry brigade dukot npa civilians anong gaw human shields,kapitan barangay sapilitang dinukot pinaghihinalaang miyembro rebeldeng new people army npa magkahiwalay lugar agusan del sur compostela valley report sinabi capt rhyan batchar th infantry division nangyari unang insidente pagdukot mag-asawang biktima brgy chairman rene carlos bahay maribeth brgy pangyan agusan del sur noong february trento agusan del sur sinasabing kasama mag-asawang carlos brgy councilor brgy tanod sapilitang tangayin rebelde armadong miyembro npa subalit umano binihag npa kasama mag-asawang carlos agad itong pinakawalan chairman carlos misis tuluyan binihag kasunod february sapilitan dinukot tinangay npa mag-ama nakilalang sina jun custodio anak nitong marjun maco compostela valley report mi litar pinamunuan umano nasabing grupo alyas mokloy sinabi naman brig gen macairog alberto commander st infantry brigade dinudukot npa civilians umanong gawin human shields
NPA bumabangis sa atake,,tuba benguet paigting rebeldeng new people army npa atake ibang panig bansa sunod nsela gobyerno peace talks grupo pakahuling atake heavy equipment sunog hiwalay lugar lawig quezon benguet tuloy tugis militar sapi rebeldeng npa diano suspek nunog truck philex mining corporation brgy ampucao makalawa posible anong ndaang sapi rebelde takbo bunduk da lupirip itogon benguet tapos sagupa militar bahagi camp tuba benguet bilang dako heavy equipment ari construction company sunog nam npa san francisco quezon makalawa gabi southern luzon command commander lieutenant gene ral ferdand quidilla sunog equipments kabibilang dump truck mixers bulldozer ari ra pid foremost construction company gamit construction circumferential road project sitio centro brgy casay bay san francisco ano tanggi sabg kompanya extortion activities rebelde ganti ano npa bigo engkwentro sakop area solcom nawag nam general quidilla kilahok komunidad suporta sikap gobyerno hto rahas idudulot npa,tuba benguet pinaigting rebeldeng new people army npa pag-aatake ibang panig bansa kasunod kanselahin gobyerno peace talks grupo pinakahuling pag-aatake heavy equipment sisinunog magkahiwalay lugar lalawigan quezon benguet patuloy tinutugis militar kasapi rebeldeng npa diumano suspek panununog truck philex mining corporation brgy ampucao kamakalawa posible umanong isandaang kasapi rebelde tumakbo kabundukan da lupirip itogon benguet matapos makasagupa militar bahagi camp tuba benguet kabilang dako heavy equipment pag-aari construction company sinunog naman npa san francisco quezon kamakalawa gabi southern luzon command commander lieutenant gene ral ferdinand quidilla nasunog equipments kinabibilangan dump truck mixers bulldozer pag-aari ra pid foremost construction company ginagamit construction circumferential road project sitio centro brgy casay bayan san francisco umano pagtanggi nasabing kompanya extortion activities rebelde pagganti umano npa pagkabigo engkwentro nasasakop area solcom nanawagan naman general quidilla pakikilahok komunidad suportahan pagsisikap gobyerno mahinto karahasan idinudulot npa
"5 patay, 4 sugatan sa Zamboanga attack",,zamboanga city patay katao bilang bae sugat tapos rat rat armadong laki grupo inum loob police vehicle bay basal zamboanga sibugay province kpirma pulisya sabing anap dugong atake noong huwebes gabi barangay caglet kilala sawg bae delia ador law atake laki armado automatic rifles sakay motorsiklo datg lugar saka paulan bala biktima labas automotive repair shop takas nam sabog salar granada harap bahay ikasugat pang sibily ako atake aktibo rebeldeng new people army zamboanga sibugay sugod nam amut sugat wounded rushed hospital police said nam batid checkpoint sabg lugar,zamboanga city patay katao kabilang babae sugatan matapos rat ratin armadong kalalakihan grupo nag-iinuman loob police vehicle bayan kabasalan zamboanga sibugay province kinumpirma pulisya sinabing naganap madugong atake noong huwebes gabi barangay cainglet nakilala nasawing babae delia pagador malinaw atake lalaki armado automatic rifles sakay motorsiklo dumating lugar saka pinaulanan bala biktima labas automotive repair shop papatakas naman nagpasabog salarin granada harapan bahay ikinasugat pang sibilyan umako atake aktibo rebeldeng new people army zamboanga sibugay naisugod naman pagamutan sugatan wounded rushed hospital police said naman mabatid checkpoint nasabing lugar
Bulacan nakatanod sa NPA,,bantay bulacan-pnp posibleng atake rebeldeng new peoples army npa bulac tdi trulya lawig rtikular unahg lansang malls vital installation tapos unsyami usapg yapa gobyerno rebelde litaw tigil sagawa mobile patrolling provincial public safety company psc bulacan-pnp angasiwa p supt frankie candelario commanding officer psc overall supervision p senior supt romeo caramat jr bulac police director bay component city bukod check-point,binabantayan bulacan-pnp posibleng pag-atake rebeldeng new peoples army npa bulacan matindi pagpapatrulya lalawigan partikular pangunahing lansangan malls vital installation matapos maunsyami usaping pangkapayapaan gobyerno rebelde lumilitaw tigil pagsasagawa mobile patrolling provincial public safety company ppsc bulacan-pnp pangangasiwa p supt frankie candelario commanding officer ppsc overall supervision p senior supt romeo caramat jr bulacan police director bayan component city bukod check-point
Sundalo patay sa NPA attack,,sundalo sawi anap kipagbakbak miyembro new people army cagay ulat iparating camp agualdo lt col rembert baylosis commander th infantry battalion philippe army sagawa security operations boundary rizal santo sundalo sagupa armadong kala laki barangay balani santo nsamantalang pangalan baylosis sundalong sawi alam milya atras rebeldeng npa tapos halos mutong bakbak sabi baylosis tiyak sugat rebeldeng takas kalat dugo encounter site,sundalo nasawi naganap pakikipagbakbakan miyembro new people army cagayan ulat ipinarating camp aguinaldo lt col rembert baylosis commander th infantry battalion philippine army nagsasagawa security operations boundary rizal santo sundalo makasagupa armadong kala lakihan barangay balani santo pansamantalang pinangalanan baylosis sundalong nasawi ipaaalam pamilya umatras rebeldeng npa matapos halos minutong bakbakan sinabi baylosis tinitiyak sugatan rebeldeng tumakas kalat dugo encounter site
Nanlabang NPA leader tigok,,zamboanga city tay pulisya lider new people army tapos ano itong lab tangka parak arestu hideout davao city lab miyembro criminal investigation detection group anyos berd ramos siyang liaison officer npa bawi baril bala mpasabog harap ibang song krimal ramos pulisya anap laban makalawa sabay sagupa nam sundalo rebelde barangay mati bay tigbao zamboanga del sur trulya tropa sagupa grupo npa ulat casualties bilang panig sabi abante army captain jo-ann petglay spokeswoman western mdanao command bawi sundalo -caliber pistol bala ak automatic rifle mobile phones takas rebelde,zamboanga city napatay pulisya lider new people army matapos umano itong manlaban tinatangka parak arestuhin hideout davao city nanlaban miyembro criminal investigation detection group -anyos berdan ramos siyang liaison officer npa nabawi baril bala pampasabog nahaharap ibang kasong kriminal ramos pulisya naganap labanan kamakalawa kasabay sagupaan naman sundalo rebelde barangay mati bayan tigbao zamboanga del sur nagpapatrulya tropa makasagupa grupo npa inulat casualties magkabilang panig sinabi abante army captain jo-ann petinglay spokeswoman western mindanao command nabawi sundalo -caliber pistol bala ak automatic rifle mobile phones tumakas rebelde
"Pulis, 3 pa dinagit",,zamboanga city nilusob hapon halos rebeldeng new people army construction firm dukot ano katao bilang parak bay talakag bukidnon province northern mdanao ulat sunog rebelde heavy equipment ari mdanao rock corporation dukot wang sibily tiyempu rebelde barangay tikala wala pang bigay ragdagang detalye th infantry division cagay de oro city ukol atake npa bigay hayag rebelde posibleng gamit ano human shield bihag takas subali balita buhay tuloy hanap sundalo parak bukidnon,zamboanga city nilusob kahapon halos rebeldeng new people army construction firm dinukot umano katao kabilang parak bayan talakag bukidnon province northern mindanao ulat sinunog rebelde heavy equipment pag-aari mindanao rock corporation dinukot wang sibilyan natiyempuhan rebelde barangay tikalaan wala pang maibigay karagdagang detalye th infantry division cagayan de oro city ukol atake npa nagbigay pahayag rebelde posibleng ginamit umano human shield bihag pagtakas subali balita buhay patuloy paghahanap sundalo parak bukidnon
3 Sayyaf tumimbuwang,,zamboanga city anunsyo hapon militar abu sayyaf slang sundalo sagupa isla capual milya layo lawig sulu army captain jo-ann petglay taga salita western mdanao command a-bot kpirmadong sawi hanay abu sayyaf mula laban nitong pebrero bawi bangkay kilala sina karra kod asbiali ijiram bari rabah hass angkong batid wang tau abu say yaf sub-leader alhabsi misaya slang takas nam operasyon ilunsad tropa isla bagama tuloy hapon tugis militar pursuit operations launched marine troops group misaya resulted nother round armed confrontation increasing number enemy casualties eight ani petglay bawi isla automatic rifles dala wang grenade launchers gayund sari-sa bala camouflage uniforms,zamboanga city inanunsyo kahapon militar abu sayyaf napaslang sundalo sagupaan isla capual milya layo lalawigan sulu army captain jo-ann petinglay taga pagsalita western mindanao command uma-bot kumpirmadong nasawi hanay abu sayyaf magsimula labanan nitong pebrero nabawi bangkay nakilala sina karra kinod asbiali ijiram bari rabah hassan angkong nabatid pawang tauhan abu say yaf sub-leader alhabsi misaya napaslang nakatakas naman operasyon inilunsad tropa isla bagama tuloy kahapon pagtugis militar pursuit operations launched marine troops group misaya resulted nother round armed confrontation increasing number enemy casualties eight ani petinglay nabawi isla automatic rifles dala wang grenade launchers gayundin sari-sa bala camouflage uniforms
